username,name,email,profile,permission_sets,is_active,last_login
phyllis.meyer@northwindmaterials.com,Phyllis Meyer,phyllis.meyer@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-07-28T01:51:27.506391
gail.perry@northwindmaterials.com,Gail Perry,gail.perry@northwindmaterials.com,Standard User,Data_Export|Opportunity_Approver,TRUE,2026-06-07T22:22:42.459225
manuel.brewer@northwindmaterials.com,Manuel Brewer,manuel.brewer@northwindmaterials.com,Read Only,Opportunity_Approver|Data_Export,TRUE,2026-05-04T17:56:52.032923
linda.jarvis@northwindmaterials.com,Linda Jarvis,linda.jarvis@northwindmaterials.com,Read Only,Opportunity_Approver|Data_Export,TRUE,2026-05-26T14:01:37.266161
chris.mitchell@northwindmaterials.com,Chris Mitchell,chris.mitchell@northwindmaterials.com,System Administrator,,TRUE,2026-08-21T07:24:48.344515
timothy.blair@northwindmaterials.com,Timothy Blair,timothy.blair@northwindmaterials.com,Sales Admin,,TRUE,2026-07-18T00:42:03.052232
nathan.mckee@northwindmaterials.com,Nathan Mckee,nathan.mckee@northwindmaterials.com,Sales Admin,Report_Builder|Data_Export,TRUE,2026-08-01T01:34:52.900211
james.gonzalez@northwindmaterials.com,James Gonzalez,james.gonzalez@northwindmaterials.com,System Administrator,Revenue_Admin|Report_Builder,TRUE,2026-08-14T16:23:02.922592
angela.ramirez@northwindmaterials.com,Angela Ramirez,angela.ramirez@northwindmaterials.com,Sales Admin,Revenue_Admin|Opportunity_Approver,TRUE,2026-07-25T22:15:19.622162
ivan.johnson@northwindmaterials.com,Ivan Johnson,ivan.johnson@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-05-24T19:16:11.327328
maria.scott@acquiredbrand.com,Maria Scott,maria.scott@acquiredbrand.com,Read Only,Data_Export,TRUE,2026-07-25T03:33:15.682169
mathew.aguilar@northwindmaterials.com,Mathew Aguilar,mathew.aguilar@northwindmaterials.com,Sales Admin,,TRUE,2026-05-24T08:56:20.064750
stephen.rodriguez@acquiredbrand.com,Stephen Rodriguez,stephen.rodriguez@acquiredbrand.com,Sales Admin,,TRUE,2026-06-13T05:36:26.319627
angela.randall@northwindmaterials.com,Angela Randall,angela.randall@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-06-28T00:01:22.799805
amanda.baker@northwindmaterials.com,Amanda Baker,amanda.baker@northwindmaterials.com,System Administrator,Revenue_Admin|Data_Export,TRUE,2026-08-27T20:15:35.715133
anthony.gomez@northwindmaterials.com,Anthony Gomez,anthony.gomez@northwindmaterials.com,System Administrator,Report_Builder,TRUE,2026-07-23T07:10:13.338130
kevin.rasmussen@northwindmaterials.com,Kevin Rasmussen,kevin.rasmussen@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-06-24T17:25:00.991686
wayne.jackson@acquiredbrand.com,Wayne Jackson,wayne.jackson@acquiredbrand.com,System Administrator,Report_Builder|Data_Export,TRUE,2026-05-06T20:58:52.756785
randy.garcia@northwindmaterials.com,Randy Garcia,randy.garcia@northwindmaterials.com,Sales Admin,Opportunity_Approver|Data_Export,TRUE,2026-08-29T07:11:17.015086
lisa.villarreal@northwindmaterials.com,Lisa Villarreal,lisa.villarreal@northwindmaterials.com,Read Only,Data_Export|Revenue_Admin,TRUE,2026-08-18T03:01:18.041492
karen.lee@northwindmaterials.com,Karen Lee,karen.lee@northwindmaterials.com,Read Only,,TRUE,2026-05-24T20:41:17.963844
reginald.robinson@northwindmaterials.com,Reginald Robinson,reginald.robinson@northwindmaterials.com,Standard User,Report_Builder|Opportunity_Approver,TRUE,2026-08-03T14:33:03.479214
jeffrey.lawrence@northwindmaterials.com,Jeffrey Lawrence,jeffrey.lawrence@northwindmaterials.com,Read Only,,TRUE,2026-05-05T13:02:00.816531
lisa.gonzales@northwindmaterials.com,Lisa Gonzales,lisa.gonzales@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-06-15T15:10:25.311978
kristen.stevens@northwindmaterials.com,Kristen Stevens,kristen.stevens@northwindmaterials.com,Sales Admin,Report_Builder|Data_Export,TRUE,2026-06-30T05:37:51.102749
jennifer.garcia@northwindmaterials.com,Jennifer Garcia,jennifer.garcia@northwindmaterials.com,System Administrator,,TRUE,2026-05-04T11:53:55.109666
john.thompson@northwindmaterials.com,John Thompson,john.thompson@northwindmaterials.com,Read Only,,TRUE,2026-08-17T03:52:09.804276
travis.davis@northwindmaterials.com,Travis Davis,travis.davis@northwindmaterials.com,Sales Admin,,TRUE,2026-06-30T01:59:47.559567
jeremy.garcia@northwindmaterials.com,Jeremy Garcia,jeremy.garcia@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-05-09T19:06:30.155156
theresa.long@northwindmaterials.com,Theresa Long,theresa.long@northwindmaterials.com,Standard User,Opportunity_Approver|Data_Export,FALSE,2026-05-06T11:05:08.038662
kristina.williamson@northwindmaterials.com,Kristina Williamson,kristina.williamson@northwindmaterials.com,Read Only,,TRUE,2026-07-24T23:31:59.626640
christopher.davis@northwindmaterials.com,Christopher Davis,christopher.davis@northwindmaterials.com,System Administrator,Opportunity_Approver,TRUE,2026-06-08T06:05:48.049606
jessica.nunez@northwindmaterials.com,Jessica Nunez,jessica.nunez@northwindmaterials.com,Read Only,,TRUE,2026-05-31T18:28:06.572406
brian.decker@northwindmaterials.com,Brian Decker,brian.decker@northwindmaterials.com,System Administrator,,TRUE,2026-07-03T18:03:42.609665
leslie.cox@northwindmaterials.com,Leslie Cox,leslie.cox@northwindmaterials.com,Standard User,,TRUE,2026-08-02T23:22:42.019037
daniel.smith@northwindmaterials.com,Daniel Smith,daniel.smith@northwindmaterials.com,Sales Admin,,TRUE,2026-08-05T09:44:19.936339
robert.johnson@northwindmaterials.com,Robert Johnson,robert.johnson@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-05-16T08:58:41.864388
charles.hensley@northwindmaterials.com,Charles Hensley,charles.hensley@northwindmaterials.com,System Administrator,Opportunity_Approver|Report_Builder,TRUE,2026-08-08T20:12:38.662826
michael.green@northwindmaterials.com,Michael Green,michael.green@northwindmaterials.com,Standard User,,TRUE,2026-06-13T15:45:02.779829
glen.barr@northwindmaterials.com,Glen Barr,glen.barr@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-07-02T06:06:22.061691
brandon.yang@northwindmaterials.com,Brandon Yang,brandon.yang@northwindmaterials.com,Read Only,,FALSE,2026-06-15T11:14:57.882627
amanda.camacho@acquiredbrand.com,Amanda Camacho,amanda.camacho@acquiredbrand.com,Sales Admin,Data_Export,TRUE,2026-07-08T20:39:33.878712
kevin.lyons@northwindmaterials.com,Kevin Lyons,kevin.lyons@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-07-22T23:36:59.550520
nichole.buck@northwindmaterials.com,Nichole Buck,nichole.buck@northwindmaterials.com,Standard User,Report_Builder|Opportunity_Approver,TRUE,2026-06-03T19:11:10.013912
michael.matthews@northwindmaterials.com,Michael Matthews,michael.matthews@northwindmaterials.com,Sales Admin,,TRUE,2026-06-28T10:12:07.901934
alicia.hammond@northwindmaterials.com,Alicia Hammond,alicia.hammond@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-08-11T16:55:06.592715
jennifer.jones@northwindmaterials.com,Jennifer Jones,jennifer.jones@northwindmaterials.com,Standard User,,TRUE,2026-06-09T12:15:57.652400
michael.ellis@northwindmaterials.com,Michael Ellis,michael.ellis@northwindmaterials.com,Sales Admin,Revenue_Admin|Data_Export,TRUE,2026-06-13T10:10:04.605294
christine.galvan@northwindmaterials.com,Christine Galvan,christine.galvan@northwindmaterials.com,Standard User,Opportunity_Approver|Revenue_Admin,TRUE,2026-07-05T12:21:12.384774
kristina.jones@northwindmaterials.com,Kristina Jones,kristina.jones@northwindmaterials.com,System Administrator,,TRUE,2026-07-23T01:08:19.061788
william.bryant@northwindmaterials.com,William Bryant,william.bryant@northwindmaterials.com,Sales Admin,,TRUE,2026-08-16T04:34:04.424510
melinda.martin@northwindmaterials.com,Melinda Martin,melinda.martin@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-08-13T14:50:51.742416
michael.chambers@northwindmaterials.com,Michael Chambers,michael.chambers@northwindmaterials.com,Standard User,,TRUE,2026-07-01T11:56:30.976652
laurie.brown@northwindmaterials.com,Laurie Brown,laurie.brown@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-06-05T18:25:11.438702
ronald.phillips@northwindmaterials.com,Ronald Phillips,ronald.phillips@northwindmaterials.com,Standard User,Revenue_Admin,TRUE,2026-07-05T16:36:34.678293
jeremy.whitehead@northwindmaterials.com,Jeremy Whitehead,jeremy.whitehead@northwindmaterials.com,Sales Admin,Data_Export,FALSE,2026-07-20T03:37:29.617080
penny.smith@northwindmaterials.com,Penny Smith,penny.smith@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-05-22T02:57:11.217451
benjamin.shaw@northwindmaterials.com,Benjamin Shaw,benjamin.shaw@northwindmaterials.com,System Administrator,Revenue_Admin,TRUE,2026-06-22T14:43:06.845167
brian.wise@northwindmaterials.com,Brian Wise,brian.wise@northwindmaterials.com,Read Only,,FALSE,2026-05-30T19:20:10.095414
shelby.byrd@northwindmaterials.com,Shelby Byrd,shelby.byrd@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-08-31T15:58:14.677803
darlene.ray@northwindmaterials.com,Darlene Ray,darlene.ray@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-06-16T05:43:11.591382
jennifer.hicks@northwindmaterials.com,Jennifer Hicks,jennifer.hicks@northwindmaterials.com,System Administrator,,TRUE,2026-05-08T02:00:19.668955
john.davidson@northwindmaterials.com,John Davidson,john.davidson@northwindmaterials.com,Standard User,Report_Builder|Revenue_Admin,TRUE,2026-07-12T16:26:33.038771
james.rhodes@northwindmaterials.com,James Rhodes,james.rhodes@northwindmaterials.com,Read Only,,TRUE,2026-07-26T20:55:17.498242
alyssa.allen@northwindmaterials.com,Alyssa Allen,alyssa.allen@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-06-25T01:28:30.255731
christine.torres@northwindmaterials.com,Christine Torres,christine.torres@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-05-29T03:09:56.378225
kathleen.lowe@northwindmaterials.com,Kathleen Lowe,kathleen.lowe@northwindmaterials.com,Sales Admin,,TRUE,2026-05-15T02:06:32.657758
keith.martinez@acquiredbrand.com,Keith Martinez,keith.martinez@acquiredbrand.com,Standard User,,TRUE,2026-08-22T20:27:50.747509
scott.washington@northwindmaterials.com,Scott Washington,scott.washington@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-06-18T17:00:04.991472
samuel.roberson@northwindmaterials.com,Samuel Roberson,samuel.roberson@northwindmaterials.com,Standard User,Report_Builder|Opportunity_Approver,TRUE,2026-05-17T07:50:35.433962
jeremy.taylor@northwindmaterials.com,Jeremy Taylor,jeremy.taylor@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-06-06T05:54:02.869614
mitchell.ramos@northwindmaterials.com,Mitchell Ramos,mitchell.ramos@northwindmaterials.com,Sales Admin,,TRUE,2026-07-18T14:26:53.223060
timothy.romero@northwindmaterials.com,Timothy Romero,timothy.romero@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-07-08T18:21:33.446958
caitlin.dodson@northwindmaterials.com,Caitlin Dodson,caitlin.dodson@northwindmaterials.com,System Administrator,Revenue_Admin,TRUE,2026-08-21T20:41:04.201155
kayla.wright@northwindmaterials.com,Kayla Wright,kayla.wright@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-08-30T20:30:54.710410
brenda.haynes@northwindmaterials.com,Brenda Haynes,brenda.haynes@northwindmaterials.com,Read Only,Data_Export,TRUE,2026-08-17T12:08:50.567054
amanda.dudley@northwindmaterials.com,Amanda Dudley,amanda.dudley@northwindmaterials.com,System Administrator,Data_Export,TRUE,2026-05-25T08:51:44.909601
ariel.hodge@northwindmaterials.com,Ariel Hodge,ariel.hodge@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-08-21T14:44:33.812298
justin.evans@northwindmaterials.com,Justin Evans,justin.evans@northwindmaterials.com,System Administrator,Report_Builder|Revenue_Admin,TRUE,2026-06-15T05:40:25.544288
jason.salinas@northwindmaterials.com,Jason Salinas,jason.salinas@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-06-13T02:50:36.709664
april.williams@northwindmaterials.com,April Williams,april.williams@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-07-14T01:44:44.795571
katherine.camacho@acquiredbrand.com,Katherine Camacho,katherine.camacho@acquiredbrand.com,System Administrator,,TRUE,2026-08-25T19:22:03.072729
mark.green@northwindmaterials.com,Mark Green,mark.green@northwindmaterials.com,Read Only,,TRUE,2026-06-06T12:35:30.255752
jeffrey.bradford@northwindmaterials.com,Jeffrey Bradford,jeffrey.bradford@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-05-27T05:50:57.384995
jessica.carter@northwindmaterials.com,Jessica Carter,jessica.carter@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-07-12T22:00:30.513502
ashley.andrews@northwindmaterials.com,Ashley Andrews,ashley.andrews@northwindmaterials.com,Standard User,,TRUE,2026-07-27T14:17:11.862455
john.oliver@northwindmaterials.com,John Oliver,john.oliver@northwindmaterials.com,System Administrator,Opportunity_Approver|Data_Export,TRUE,2026-08-12T11:24:50.816499
wesley.farrell@northwindmaterials.com,Wesley Farrell,wesley.farrell@northwindmaterials.com,System Administrator,Report_Builder,TRUE,2026-05-19T03:07:42.381087
emily.evans@northwindmaterials.com,Emily Evans,emily.evans@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-08-07T19:33:31.554582
tina.kramer@northwindmaterials.com,Tina Kramer,tina.kramer@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-07-11T08:59:16.079693
jacqueline.gibson@northwindmaterials.com,Jacqueline Gibson,jacqueline.gibson@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-08-07T11:28:25.063800
mike.moore@northwindmaterials.com,Mike Moore,mike.moore@northwindmaterials.com,Read Only,Report_Builder|Opportunity_Approver,TRUE,2026-06-15T00:21:13.341142
erik.collins@northwindmaterials.com,Erik Collins,erik.collins@northwindmaterials.com,Standard User,,TRUE,2026-05-17T14:20:55.908324
alexander.clark@northwindmaterials.com,Alexander Clark,alexander.clark@northwindmaterials.com,System Administrator,Report_Builder,TRUE,2026-05-05T09:00:16.023648
courtney.hill@northwindmaterials.com,Courtney Hill,courtney.hill@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-08-23T15:25:52.060631
erin.jones@northwindmaterials.com,Erin Jones,erin.jones@northwindmaterials.com,Read Only,Revenue_Admin|Opportunity_Approver,TRUE,2026-05-22T00:44:15.129406
julie.lane@northwindmaterials.com,Julie Lane,julie.lane@northwindmaterials.com,Read Only,,TRUE,2026-07-25T02:03:30.370606
veronica.garcia@northwindmaterials.com,Veronica Garcia,veronica.garcia@northwindmaterials.com,Sales Admin,Data_Export|Report_Builder,TRUE,2026-07-06T03:46:34.203473
alan.caldwell@northwindmaterials.com,Alan Caldwell,alan.caldwell@northwindmaterials.com,System Administrator,,TRUE,2026-06-08T03:34:17.456138
robert.miles@northwindmaterials.com,Robert Miles,robert.miles@northwindmaterials.com,Standard User,,TRUE,2026-07-10T08:26:44.323015
michelle.nguyen@northwindmaterials.com,Michelle Nguyen,michelle.nguyen@northwindmaterials.com,System Administrator,,TRUE,2026-05-23T21:18:27.538028
victor.bradley@northwindmaterials.com,Victor Bradley,victor.bradley@northwindmaterials.com,System Administrator,Report_Builder|Opportunity_Approver,TRUE,2026-07-01T19:03:19.503087
bradley.moreno@northwindmaterials.com,Bradley Moreno,bradley.moreno@northwindmaterials.com,System Administrator,,FALSE,2026-05-12T03:05:43.793089
ashley.huff@northwindmaterials.com,Ashley Huff,ashley.huff@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-06-08T17:48:46.731551
kristin.rodriguez@northwindmaterials.com,Kristin Rodriguez,kristin.rodriguez@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-06-27T20:06:41.632421
aaron.mitchell@northwindmaterials.com,Aaron Mitchell,aaron.mitchell@northwindmaterials.com,Standard User,Opportunity_Approver|Data_Export,TRUE,2026-05-30T10:53:48.732037
william.cruz@northwindmaterials.com,William Cruz,william.cruz@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-08-11T10:21:19.190863
ebony.tucker@northwindmaterials.com,Ebony Tucker,ebony.tucker@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-05-19T04:29:42.020863
thomas.pierce@northwindmaterials.com,Thomas Pierce,thomas.pierce@northwindmaterials.com,Read Only,Revenue_Admin|Opportunity_Approver,TRUE,2026-07-01T23:29:43.272907
andrea.terry@northwindmaterials.com,Andrea Terry,andrea.terry@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-05-04T23:39:35.684220
jeremy.roberts@northwindmaterials.com,Jeremy Roberts,jeremy.roberts@northwindmaterials.com,System Administrator,,TRUE,2026-06-15T15:29:45.238343
danielle.coleman@northwindmaterials.com,Danielle Coleman,danielle.coleman@northwindmaterials.com,Read Only,,TRUE,2026-08-12T11:14:13.012897
joshua.medina@northwindmaterials.com,Joshua Medina,joshua.medina@northwindmaterials.com,Read Only,Data_Export|Revenue_Admin,TRUE,2026-05-10T08:43:04.414068
nancy.ortiz@northwindmaterials.com,Nancy Ortiz,nancy.ortiz@northwindmaterials.com,Read Only,Report_Builder|Opportunity_Approver,FALSE,2026-05-20T21:37:48.357055
gary.norton@northwindmaterials.com,Gary Norton,gary.norton@northwindmaterials.com,System Administrator,Data_Export,TRUE,2026-08-17T19:43:10.692467
curtis.parrish@northwindmaterials.com,Curtis Parrish,curtis.parrish@northwindmaterials.com,Sales Admin,Data_Export|Revenue_Admin,TRUE,2026-08-06T14:33:29.882908
anthony.day@northwindmaterials.com,Anthony Day,anthony.day@northwindmaterials.com,Read Only,Revenue_Admin|Opportunity_Approver,TRUE,2026-07-03T14:44:25.875331
melanie.gibson@northwindmaterials.com,Melanie Gibson,melanie.gibson@northwindmaterials.com,System Administrator,Revenue_Admin|Report_Builder,TRUE,2026-08-27T09:32:59.864387
anthony.gonzalez@northwindmaterials.com,Anthony Gonzalez,anthony.gonzalez@northwindmaterials.com,System Administrator,Revenue_Admin|Data_Export,TRUE,2026-07-10T15:57:26.821363
omar.kelley@northwindmaterials.com,Omar Kelley,omar.kelley@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-08-26T19:36:48.718649
patrick.washington@northwindmaterials.com,Patrick Washington,patrick.washington@northwindmaterials.com,Sales Admin,Revenue_Admin|Data_Export,TRUE,2026-07-28T23:00:27.524494
stephanie.sanders@northwindmaterials.com,Stephanie Sanders,stephanie.sanders@northwindmaterials.com,System Administrator,Revenue_Admin,TRUE,2026-05-21T11:48:55.649556
nancy.scott@northwindmaterials.com,Nancy Scott,nancy.scott@northwindmaterials.com,Read Only,Data_Export|Revenue_Admin,TRUE,2026-07-31T08:11:34.897017
james.horton@northwindmaterials.com,James Horton,james.horton@northwindmaterials.com,System Administrator,,TRUE,2026-06-25T05:18:22.526668
jonathan.hall@northwindmaterials.com,Jonathan Hall,jonathan.hall@northwindmaterials.com,System Administrator,Data_Export,TRUE,2026-08-22T13:35:17.993487
ryan.johnson@northwindmaterials.com,Ryan Johnson,ryan.johnson@northwindmaterials.com,Standard User,Revenue_Admin,TRUE,2026-06-08T06:30:35.404899
james.herman@northwindmaterials.com,James Herman,james.herman@northwindmaterials.com,Sales Admin,Opportunity_Approver|Data_Export,TRUE,2026-05-08T05:33:13.198516
ian.roberts@northwindmaterials.com,Ian Roberts,ian.roberts@northwindmaterials.com,System Administrator,Opportunity_Approver,TRUE,2026-08-24T07:51:07.629934
jennifer.sellers@northwindmaterials.com,Jennifer Sellers,jennifer.sellers@northwindmaterials.com,Sales Admin,,TRUE,2026-06-03T05:20:17.138432
sydney.floyd@northwindmaterials.com,Sydney Floyd,sydney.floyd@northwindmaterials.com,Read Only,Data_Export,TRUE,2026-07-24T19:04:50.872765
donald.bailey@northwindmaterials.com,Donald Bailey,donald.bailey@northwindmaterials.com,Sales Admin,,TRUE,2026-06-19T17:22:24.984081
colton.hardy@acquiredbrand.com,Colton Hardy,colton.hardy@acquiredbrand.com,Read Only,Revenue_Admin,TRUE,2026-06-21T06:26:49.832687
cody.stanley@northwindmaterials.com,Cody Stanley,cody.stanley@northwindmaterials.com,Sales Admin,,TRUE,2026-08-20T20:59:20.168409
lisa.johnson@northwindmaterials.com,Lisa Johnson,lisa.johnson@northwindmaterials.com,Sales Admin,Data_Export,TRUE,2026-08-19T12:56:12.785151
alec.collier@northwindmaterials.com,Alec Collier,alec.collier@northwindmaterials.com,Read Only,Report_Builder|Revenue_Admin,TRUE,2026-08-22T19:09:32.728599
timothy.oliver@northwindmaterials.com,Timothy Oliver,timothy.oliver@northwindmaterials.com,Standard User,Data_Export|Report_Builder,TRUE,2026-07-15T00:28:18.204774
kaitlin.wright@northwindmaterials.com,Kaitlin Wright,kaitlin.wright@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-05-25T04:06:34.816662
diana.foster@northwindmaterials.com,Diana Foster,diana.foster@northwindmaterials.com,System Administrator,Revenue_Admin|Opportunity_Approver,TRUE,2026-06-25T16:09:03.094628
ashley.lee@northwindmaterials.com,Ashley Lee,ashley.lee@northwindmaterials.com,Read Only,,TRUE,2026-08-17T11:41:07.178269
kathy.obrien@northwindmaterials.com,Kathy Obrien,kathy.obrien@northwindmaterials.com,Read Only,,TRUE,2026-08-08T21:36:54.430076
tyler.clark@northwindmaterials.com,Tyler Clark,tyler.clark@northwindmaterials.com,System Administrator,Opportunity_Approver|Report_Builder,TRUE,2026-05-21T01:49:40.489110
eric.phillips@northwindmaterials.com,Eric Phillips,eric.phillips@northwindmaterials.com,Read Only,Revenue_Admin,TRUE,2026-08-04T11:51:42.597389
alexandra.barnes@northwindmaterials.com,Alexandra Barnes,alexandra.barnes@northwindmaterials.com,System Administrator,Report_Builder|Revenue_Admin,TRUE,2026-06-03T09:03:31.977950
megan.brooks@northwindmaterials.com,Megan Brooks,megan.brooks@northwindmaterials.com,System Administrator,Opportunity_Approver|Revenue_Admin,TRUE,2026-06-23T07:58:45.965783
james.elliott@northwindmaterials.com,James Elliott,james.elliott@northwindmaterials.com,Standard User,Data_Export|Revenue_Admin,TRUE,2026-05-28T07:37:36.283747
rodney.diaz@northwindmaterials.com,Rodney Diaz,rodney.diaz@northwindmaterials.com,System Administrator,Data_Export|Report_Builder,TRUE,2026-06-09T23:23:19.525770
brian.silva@northwindmaterials.com,Brian Silva,brian.silva@northwindmaterials.com,Standard User,Data_Export|Report_Builder,TRUE,2026-06-09T01:19:20.428333
donna.becker@northwindmaterials.com,Donna Becker,donna.becker@northwindmaterials.com,Read Only,,TRUE,2026-08-23T15:06:06.150755
kelly.hughes@northwindmaterials.com,Kelly Hughes,kelly.hughes@northwindmaterials.com,Read Only,Opportunity_Approver,TRUE,2026-06-28T17:07:28.643124
robert.davis@northwindmaterials.com,Robert Davis,robert.davis@northwindmaterials.com,Sales Admin,,TRUE,2026-05-26T09:06:42.684835
kimberly.banks@northwindmaterials.com,Kimberly Banks,kimberly.banks@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-08-06T06:19:42.641172
edward.jenkins@northwindmaterials.com,Edward Jenkins,edward.jenkins@northwindmaterials.com,Standard User,Opportunity_Approver,TRUE,2026-08-12T10:29:41.128681
jeffery.fox@northwindmaterials.com,Jeffery Fox,jeffery.fox@northwindmaterials.com,Sales Admin,Revenue_Admin|Report_Builder,TRUE,2026-05-15T21:36:06.554096
christine.collier@northwindmaterials.com,Christine Collier,christine.collier@northwindmaterials.com,Sales Admin,Revenue_Admin,TRUE,2026-07-06T13:31:32.236895
bailey.perez@northwindmaterials.com,Bailey Perez,bailey.perez@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-07-26T16:06:14.970411
keith.landry@northwindmaterials.com,Keith Landry,keith.landry@northwindmaterials.com,Sales Admin,,TRUE,2026-07-03T19:59:15.720067
thomas.hall@northwindmaterials.com,Thomas Hall,thomas.hall@northwindmaterials.com,Read Only,,TRUE,2026-07-25T14:16:12.884102
eric.morris@northwindmaterials.com,Eric Morris,eric.morris@northwindmaterials.com,Read Only,Revenue_Admin|Report_Builder,TRUE,2026-06-16T06:46:11.624125
jeffery.wagner@northwindmaterials.com,Jeffery Wagner,jeffery.wagner@northwindmaterials.com,Read Only,Report_Builder,TRUE,2026-06-15T21:04:41.806604
samuel.potts@northwindmaterials.com,Samuel Potts,samuel.potts@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-06-29T08:40:16.928540
leslie.frey@northwindmaterials.com,Leslie Frey,leslie.frey@northwindmaterials.com,Sales Admin,,TRUE,2026-08-27T17:58:01.683188
charles.martin@northwindmaterials.com,Charles Martin,charles.martin@northwindmaterials.com,Sales Admin,Opportunity_Approver|Revenue_Admin,TRUE,2026-06-28T17:29:52.325441
lauren.haynes@northwindmaterials.com,Lauren Haynes,lauren.haynes@northwindmaterials.com,Sales Admin,Report_Builder,TRUE,2026-08-21T21:10:04.366752
juan.vasquez@northwindmaterials.com,Juan Vasquez,juan.vasquez@northwindmaterials.com,Standard User,,TRUE,2026-05-07T13:05:44.543416
lisa.keith@northwindmaterials.com,Lisa Keith,lisa.keith@northwindmaterials.com,System Administrator,Data_Export,TRUE,2026-08-04T09:17:48.279547
ashlee.sparks@northwindmaterials.com,Ashlee Sparks,ashlee.sparks@northwindmaterials.com,Read Only,,TRUE,2026-05-14T23:40:31.739640
mark.cook@northwindmaterials.com,Mark Cook,mark.cook@northwindmaterials.com,Read Only,Opportunity_Approver|Revenue_Admin,TRUE,2026-05-21T05:53:11.407616
jon.smith@northwindmaterials.com,Jon Smith,jon.smith@northwindmaterials.com,System Administrator,Data_Export|Revenue_Admin,TRUE,2026-08-21T04:43:28.182806
matthew.wilson@northwindmaterials.com,Matthew Wilson,matthew.wilson@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-08-06T18:30:01.381735
allen.robertson@northwindmaterials.com,Allen Robertson,allen.robertson@northwindmaterials.com,Sales Admin,Opportunity_Approver,TRUE,2026-07-13T00:19:42.834519
kelsey.chapman@northwindmaterials.com,Kelsey Chapman,kelsey.chapman@northwindmaterials.com,System Administrator,Opportunity_Approver|Revenue_Admin,TRUE,2026-06-18T03:33:36.425046
jill.preston@northwindmaterials.com,Jill Preston,jill.preston@northwindmaterials.com,Sales Admin,Revenue_Admin|Opportunity_Approver,TRUE,2026-07-17T21:09:44.847646
deborah.byrd@northwindmaterials.com,Deborah Byrd,deborah.byrd@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-08-20T08:44:51.905223
nicholas.lang@northwindmaterials.com,Nicholas Lang,nicholas.lang@northwindmaterials.com,Standard User,Data_Export,TRUE,2026-08-17T17:04:44.678422
amanda.little@northwindmaterials.com,Amanda Little,amanda.little@northwindmaterials.com,System Administrator,Opportunity_Approver|Report_Builder,TRUE,2026-05-10T19:11:01.515982
lorraine.levy@northwindmaterials.com,Lorraine Levy,lorraine.levy@northwindmaterials.com,Standard User,Revenue_Admin,FALSE,2026-08-13T18:54:32.924428
david.hall@northwindmaterials.com,David Hall,david.hall@northwindmaterials.com,Standard User,Report_Builder,TRUE,2026-05-19T11:41:42.795637
mark.bridges@northwindmaterials.com,Mark Bridges,mark.bridges@northwindmaterials.com,Sales Admin,Revenue_Admin|Opportunity_Approver,TRUE,2026-07-23T18:49:41.470186
